RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15000356,Cust00356,401,Spain,Female,34,5,40256.36,1,0,1,149.65,0
15000357,Cust00357,554,France,Female,31,9,100291.85,1,1,0,112.17,0
15000358,Cust00358,634,Germany,Male,37,10,150187.43,2,1,0,114.56,0
15000359,Cust00359,762,France,Male,37,4,18137.39,1,1,0,39.36,0
15000360,Cust00360,495,France,Male,28,9,0.0,1,0,1,100.97,0
15000361,Cust00361,759,Spain,Male,54,8,63021.93,1,1,0,179.6,1
15000362,Cust00362,603,Germany,Male,25,5,118031.4,3,1,0,93.71,1
15000363,Cust00363,676,France,Female,61,6,38445.67,2,1,1,135.62,0
15000364,Cust00364,577,France,Male,46,3,77984.26,1,1,0,127.03,0
15000365,Cust00365,628,France,Female,43,9,33981.65,2,1,0,107.81,0
15000366,Cust00366,667,France,Female,38,8,53350.06,2,0,1,27.03,0
15000367,Cust00367,715,Germany,Male,23,10,15759.93,2,1,0,77.09,0
15000368,Cust00368,719,France,Male,50,7,149513.66,2,0,0,46.0,1
15000369,Cust00369,529,Spain,Female,48,9,29078.7,2,0,0,129.06,0
15000370,Cust00370,703,Germany,Male,32,9,158348.04,1,1,0,33.94,1
15000371,Cust00371,789,Spain,Female,43,9,210230.15,1,0,0,18.93,0
15000372,Cust00372,752,Germany,Male,57,4,109374.36,2,0,0,152.39,1
15000373,Cust00373,592,Spain,Male,33,10,23969.0,1,0,1,186.41,0
15000374,Cust00374,544,France,Male,23,10,203484.84,2,0,1,92.66,0
15000375,Cust00375,521,France,Female,35,7,58837.58,3,1,0,178.63,0
15000376,Cust00376,677,Germany,Male,48,7,65638.45,2,1,0,165.21,0
15000377,Cust00377,735,France,Female,35,3,175655.43,2,1,1,170.14,0
15000378,Cust00378,525,Spain,Female,46,5,87223.34,2,0,0,135.01,1
15000379,Cust00379,652,Germany,Female,42,0,35615.87,1,0,1,165.56,0
15000380,Cust00380,813,Germany,Female,21,3,95147.65,4,0,1,169.89,1
15000381,Cust00381,823,Germany,Female,40,1,237304.35,2,1,0,67.24,1
15000382,Cust00382,714,Germany,Male,44,0,155964.67,1,1,0,176.06,0
15000383,Cust00383,729,France,Male,36,0,93.51,1,0,0,12.76,0
15000384,Cust00384,568,Spain,Female,27,0,63040.56,1,1,0,198.45,0
15000385,Cust00385,719,France,Male,31,7,112491.86,1,1,0,115.91,0
15000386,Cust00386,591,France,Female,53,5,150191.15,2,0,1,46.54,0
15000387,Cust00387,510,Germany,Male,36,10,76910.67,4,0,0,154.83,0
15000388,Cust00388,614,France,Male,25,7,120787.64,1,0,0,39.14,0
15000389,Cust00389,486,Spain,Female,56,3,51222.56,1,0,0,178.49,0
15000390,Cust00390,771,Spain,Female,54,5,0.0,3,1,0,88.99,1
15000391,Cust00391,662,Spain,Male,31,8,234608.36,2,1,0,132.4,0
15000392,Cust00392,766,Spain,Female,30,3,203813.22,2,0,1,117.12,0
15000393,Cust00393,649,France,Male,49,7,112736.67,1,0,1,62.0,0
15000394,Cust00394,606,France,Male,52,5,65448.55,3,0,1,25.56,0
15000395,Cust00395,383,Spain,Female,45,8,135228.92,2,1,0,160.05,1
15000396,Cust00396,470,France,Female,46,3,31557.02,1,0,1,38.87,0
15000397,Cust00397,668,Spain,Female,37,6,68451.65,2,0,0,124.06,0
15000398,Cust00398,705,France,Male,44,2,151704.09,2,1,0,90.62,0
15000399,Cust00399,765,France,Male,35,0,16514.77,1,1,0,169.72,0
15000400,Cust00400,542,Spain,Female,18,10,45691.34,2,0,0,122.09,1
15000401,Cust00401,749,France,Male,39,2,0.0,2,1,1,67.46,0
15000402,Cust00402,598,France,Female,35,1,107843.21,2,0,1,170.13,0
15000403,Cust00403,669,France,Male,25,4,0.0,2,0,1,36.23,0
15000404,Cust00404,606,France,Female,33,9,178998.07,1,0,1,104.83,0
15000405,Cust00405,687,Germany,Male,31,3,105064.0,2,0,0,126.33,0
15000406,Cust00406,630,France,Male,31,7,69790.45,1,0,0,135.16,0
15000407,Cust00407,569,Germany,Female,28,3,24733.42,1,1,1,182.28,0
15000408,Cust00408,623,France,Female,27,1,168546.69,2,0,0,154.53,1
15000409,Cust00409,659,Spain,Male,37,6,29672.88,1,1,1,17.35,0
15000410,Cust00410,622,France,Male,25,8,121684.32,2,1,0,88.7,0
15000411,Cust00411,639,Germany,Male,38,7,107988.23,1,1,0,188.06,0
15000412,Cust00412,529,Spain,Male,31,2,125244.41,1,1,0,60.17,1
15000413,Cust00413,657,France,Male,41,5,0.0,1,1,1,98.68,1
15000414,Cust00414,572,Spain,Male,41,6,30455.32,2,0,0,77.06,0
15000415,Cust00415,621,France,Male,40,8,147215.52,1,1,1,109.92,0
15000416,Cust00416,658,France,Male,39,8,24689.41,1,1,0,144.78,0
15000417,Cust00417,606,France,Male,26,3,0.0,1,1,1,42.33,0
15000418,Cust00418,847,Spain,Female,60,7,114387.56,1,0,0,88.82,1
15000419,Cust00419,587,Germany,Male,38,2,30863.82,1,1,1,163.41,0
15000420,Cust00420,573,France,Female,37,3,35950.22,2,1,1,159.61,0
15000421,Cust00421,511,France,Female,32,9,16893.63,1,1,0,154.03,1
15000422,Cust00422,499,France,Female,39,6,57907.7,2,1,1,176.91,0
15000423,Cust00423,556,France,Female,47,7,71174.09,2,0,0,112.81,0
15000424,Cust00424,760,Germany,Male,37,1,49565.83,1,0,0,135.13,1
15000425,Cust00425,684,France,Male,39,9,0.0,2,0,0,65.27,0
15000426,Cust00426,772,France,Female,53,2,48266.04,1,1,0,130.94,1
15000427,Cust00427,744,France,Male,38,9,128871.97,1,1,1,40.85,1
15000428,Cust00428,611,Spain,Male,45,5,55243.93,1,0,1,70.87,0
15000429,Cust00429,579,Germany,Male,27,9,102263.14,2,0,1,94.22,0
15000430,Cust00430,785,Germany,Female,40,0,77501.61,1,1,0,177.78,0
15000431,Cust00431,760,Spain,Male,37,10,104047.05,4,0,1,197.0,0
15000432,Cust00432,744,France,Female,53,5,64397.06,3,1,1,42.37,1
15000433,Cust00433,572,France,Male,51,0,236552.95,2,1,0,146.96,0
15000434,Cust00434,776,France,Female,44,9,86444.58,4,0,0,173.2,1
15000435,Cust00435,634,France,Male,26,3,146672.47,2,1,1,100.05,0
15000436,Cust00436,647,Germany,Male,52,2,156413.66,1,1,1,78.62,0
15000437,Cust00437,595,France,Female,27,9,44703.95,2,0,1,145.57,0
15000438,Cust00438,619,France,Male,33,1,176153.29,1,0,0,76.76,0
15000439,Cust00439,640,France,Male,51,2,170321.6,1,0,1,77.6,1
15000440,Cust00440,681,France,Male,51,1,19970.48,2,1,0,196.05,1
15000441,Cust00441,611,Germany,Female,25,9,149636.12,1,1,1,140.72,1
15000442,Cust00442,520,France,Female,43,10,130020.43,3,1,0,169.2,0
15000443,Cust00443,748,Spain,Female,39,3,196213.6,2,0,1,68.7,0
15000444,Cust00444,696,Spain,Male,23,2,97739.07,2,1,0,188.34,1
15000445,Cust00445,676,France,Male,44,10,144801.39,2,1,0,60.19,0
15000446,Cust00446,556,France,Female,45,5,67776.71,1,0,1,116.92,0
15000447,Cust00447,674,France,Male,50,1,68536.37,1,0,0,114.32,1
15000448,Cust00448,641,France,Female,37,2,42809.65,2,1,1,31.93,0
15000449,Cust00449,608,France,Female,41,9,87810.98,2,0,0,63.93,0
15000450,Cust00450,709,Germany,Male,46,4,121806.25,1,1,0,183.14,1
15000451,Cust00451,713,France,Female,27,2,143330.89,2,0,1,167.76,0
15000452,Cust00452,826,Spain,Female,33,0,98771.81,1,0,1,32.28,0
15000453,Cust00453,469,France,Male,35,3,54342.36,1,1,1,13.34,0
15000454,Cust00454,547,France,Female,34,9,10671.69,2,1,0,124.09,1
15000455,Cust00455,720,France,Male,48,4,182058.03,2,1,0,179.65,1
15000456,Cust00456,761,France,Female,30,1,80343.23,2,0,1,17.55,0
15000457,Cust00457,675,France,Female,27,1,90778.88,2,1,0,28.74,0
15000458,Cust00458,746,France,Male,45,7,87754.06,1,1,1,167.74,0
15000459,Cust00459,791,Germany,Male,18,2,118028.27,2,0,0,70.9,0
15000460,Cust00460,741,Germany,Female,34,9,67478.19,1,0,1,124.76,0
15000461,Cust00461,552,France,Female,55,9,157524.7,2,1,1,122.83,1
15000462,Cust00462,569,Germany,Male,46,8,60744.13,2,0,0,107.84,0
15000463,Cust00463,791,France,Male,61,3,65095.08,2,0,0,190.65,0
15000464,Cust00464,668,Germany,Female,44,3,37395.74,4,0,1,106.68,1
15000465,Cust00465,628,Spain,Male,29,1,0.0,1,1,1,100.3,0
15000466,Cust00466,722,Spain,Male,18,9,0.0,2,1,0,48.06,0
15000467,Cust00467,754,France,Male,38,1,0.0,2,0,1,12.04,0
15000468,Cust00468,661,Germany,Female,31,4,0.0,1,1,1,119.12,1
15000469,Cust00469,564,France,Male,36,9,117623.08,2,1,0,27.46,0
15000470,Cust00470,652,Germany,Male,40,0,142712.44,2,1,1,76.25,1
15000471,Cust00471,611,Germany,Female,58,4,72239.03,1,1,0,198.64,0
15000472,Cust00472,497,France,Female,30,7,0.0,2,1,1,85.57,0
15000473,Cust00473,738,Spain,Male,40,3,107540.95,1,1,1,125.89,0
15000474,Cust00474,664,Germany,Male,32,8,46050.21,2,0,1,191.51,0
15000475,Cust00475,570,France,Male,55,2,131604.04,1,0,0,32.64,1
15000476,Cust00476,555,France,Female,18,3,62909.93,1,1,1,80.75,0
15000477,Cust00477,699,France,Male,36,3,80764.82,1,1,0,26.15,0
15000478,Cust00478,785,France,Female,36,5,8395.26,1,1,0,137.36,0
15000479,Cust00479,669,France,Male,36,9,77168.68,2,0,0,131.22,0
15000480,Cust00480,684,Spain,Female,46,10,38028.88,1,0,0,176.13,0
15000481,Cust00481,487,France,Male,25,9,82730.7,2,0,1,13.21,0
15000482,Cust00482,658,Germany,Female,30,6,41979.06,2,1,1,102.85,0
15000483,Cust00483,732,France,Female,39,9,12284.14,1,1,1,75.86,0
15000484,Cust00484,820,France,Male,52,5,35933.91,4,1,1,170.82,1
15000485,Cust00485,624,Spain,Female,24,3,132987.56,1,0,0,68.89,0
15000486,Cust00486,674,Germany,Female,53,10,93899.01,1,0,0,161.89,0
15000487,Cust00487,473,Germany,Female,36,6,126270.11,1,0,0,71.27,0
15000488,Cust00488,758,Spain,Female,50,10,140017.86,1,1,0,124.6,0
15000489,Cust00489,557,Germany,Male,25,4,50529.51,1,0,1,92.37,0
15000490,Cust00490,783,Spain,Male,33,10,157239.14,2,0,0,15.81,0
15000491,Cust00491,756,Spain,Female,31,6,63028.24,2,1,1,88.42,0
15000492,Cust00492,593,France,Male,24,7,0.0,1,0,1,125.49,0
15000493,Cust00493,645,Spain,Female,37,8,93369.99,1,0,0,141.08,1
15000494,Cust00494,650,France,Female,25,9,109869.62,2,1,0,16.2,0
15000495,Cust00495,544,Spain,Male,33,7,69204.19,1,0,1,16.85,0
15000496,Cust00496,803,France,Female,34,3,59954.64,2,0,0,15.41,0
15000497,Cust00497,641,Germany,Male,44,2,57680.22,2,1,1,32.95,0
15000498,Cust00498,685,France,Male,40,0,148733.73,2,1,0,178.91,0
15000499,Cust00499,700,Germany,Male,36,0,103758.45,2,0,0,83.86,0
15000500,Cust00500,850,France,Male,18,1,183415.93,1,1,0,40.13,1
15000501,Cust00501,547,France,Female,45,7,107052.36,2,1,1,94.24,0
15000502,Cust00502,604,Germany,Female,28,7,65575.08,1,0,0,47.78,0
15000503,Cust00503,633,Germany,Female,18,0,122370.44,1,0,0,120.71,0
15000504,Cust00504,622,Spain,Male,25,1,0.0,1,0,1,129.36,0
15000505,Cust00505,607,France,Male,50,9,197417.54,4,0,0,128.3,1
15000506,Cust00506,505,France,Female,23,6,239949.29,1,1,1,18.46,0
15000507,Cust00507,615,France,Male,40,4,104996.98,1,0,1,111.81,0
15000508,Cust00508,614,Spain,Female,41,1,114537.46,2,0,1,161.11,1
15000509,Cust00509,674,France,Male,42,9,74185.71,1,1,0,102.36,0
15000510,Cust00510,587,France,Male,49,0,19844.6,2,0,1,81.94,0
15000511,Cust00511,850,France,Male,31,1,161215.16,2,1,0,107.63,0
15000512,Cust00512,677,Germany,Male,35,1,72596.57,3,0,1,174.59,0
15000513,Cust00513,761,France,Female,43,0,116003.37,1,0,0,119.4,0
15000514,Cust00514,367,France,Female,35,6,112800.52,2,0,0,179.79,1
15000515,Cust00515,837,France,Male,45,5,88073.64,1,1,1,14.61,0
15000516,Cust00516,689,France,Female,35,2,28081.58,1,1,1,147.59,0
15000517,Cust00517,564,France,Female,27,6,0.0,2,0,0,163.04,1
15000518,Cust00518,699,Spain,Male,30,1,135093.75,1,1,1,191.96,0
15000519,Cust00519,690,France,Female,45,9,108003.05,1,0,1,150.95,0
15000520,Cust00520,717,France,Female,31,7,149712.63,1,1,1,156.33,1
15000521,Cust00521,571,Germany,Male,41,10,142349.31,2,0,1,27.75,0
15000522,Cust00522,636,France,Female,37,10,34138.95,2,1,0,88.03,0
15000523,Cust00523,652,Spain,Male,29,0,56906.39,2,0,1,163.76,0
15000524,Cust00524,571,Germany,Male,44,7,76074.74,1,1,1,67.62,1
15000525,Cust00525,634,France,Female,45,6,134129.35,2,0,1,20.49,0
15000526,Cust00526,559,Spain,Male,30,7,28313.17,1,0,1,66.81,0
15000527,Cust00527,502,France,Female,47,6,63982.78,1,0,0,71.76,0
15000528,Cust00528,676,Germany,Female,36,8,79715.82,2,1,1,132.05,0
15000529,Cust00529,650,France,Male,52,7,0.0,1,1,1,34.23,0
15000530,Cust00530,768,France,Male,49,0,187631.69,1,1,1,95.93,0
15000531,Cust00531,730,France,Male,40,7,45518.56,1,1,0,56.73,0
15000532,Cust00532,850,France,Male,44,6,141733.01,1,0,1,162.95,0
15000533,Cust00533,473,France,Male,42,7,44444.26,2,0,1,62.3,1
15000534,Cust00534,664,Spain,Female,37,9,43506.52,2,0,0,36.29,0
15000535,Cust00535,589,France,Female,28,10,145503.9,2,1,1,11.03,0
15000536,Cust00536,664,Spain,Male,38,4,55670.53,1,1,1,63.2,0
15000537,Cust00537,623,France,Female,47,9,22237.93,2,1,1,70.78,0
15000538,Cust00538,733,Germany,Male,29,3,46474.31,1,1,1,62.1,0
15000539,Cust00539,628,France,Male,40,8,88002.57,2,1,0,92.99,0
15000540,Cust00540,594,Spain,Female,46,10,92452.47,2,1,1,193.21,0
15000541,Cust00541,700,Spain,Male,18,6,67674.69,1,0,0,130.58,0
15000542,Cust00542,668,Germany,Female,29,10,81496.77,1,0,1,136.95,0
15000543,Cust00543,607,Spain,Female,31,7,56403.48,1,0,1,158.76,0
15000544,Cust00544,707,Germany,Female,39,10,76032.73,1,1,1,79.05,0
15000545,Cust00545,515,Germany,Female,22,8,0.0,1,1,0,50.48,0
15000546,Cust00546,789,Germany,Female,22,3,47898.6,3,1,0,20.9,0
15000547,Cust00547,614,Germany,Female,41,7,94629.41,1,0,0,51.07,0
15000548,Cust00548,547,Spain,Male,61,6,117569.8,1,1,1,177.35,1
15000549,Cust00549,772,Spain,Female,20,0,126709.16,1,0,0,36.82,1
15000550,Cust00550,807,France,Male,46,10,2256.46,2,1,1,70.65,0
15000551,Cust00551,565,Spain,Male,28,5,115580.3,2,0,0,179.25,0
15000552,Cust00552,553,France,Female,22,1,78536.99,1,0,1,21.98,0
15000553,Cust00553,503,France,Female,46,8,44180.76,2,0,0,13.78,0
15000554,Cust00554,554,France,Male,25,0,61826.81,2,1,1,14.65,0
15000555,Cust00555,642,Germany,Female,18,4,64156.28,2,1,0,111.35,0
15000556,Cust00556,702,Germany,Female,38,8,77392.89,2,1,1,98.71,1
15000557,Cust00557,661,Germany,Male,25,5,145087.95,2,0,0,157.28,0
15000558,Cust00558,706,Germany,Male,55,10,117717.4,1,0,1,195.47,0
15000559,Cust00559,744,France,Female,34,10,40436.69,2,0,0,14.32,1
15000560,Cust00560,509,Spain,Male,29,1,0.0,1,0,1,108.89,0
15000561,Cust00561,714,Spain,Male,39,4,79155.04,1,1,1,171.09,0
15000562,Cust00562,570,France,Male,45,8,0.0,1,0,0,97.56,0
15000563,Cust00563,583,France,Male,36,4,0.0,2,1,0,152.27,1
15000564,Cust00564,672,Germany,Female,37,6,77294.96,2,0,1,192.02,1
15000565,Cust00565,682,France,Female,24,8,37785.59,1,0,1,48.01,0
15000566,Cust00566,673,Germany,Female,27,0,7089.61,2,0,0,158.67,1
15000567,Cust00567,537,Spain,Female,43,8,146689.24,2,0,1,84.36,0
15000568,Cust00568,694,Spain,Female,47,3,61490.77,1,0,0,76.24,1
15000569,Cust00569,545,Spain,Female,48,3,71291.04,1,0,1,144.76,0
15000570,Cust00570,667,France,Male,36,4,0.0,1,1,1,192.05,0
15000571,Cust00571,730,Spain,Male,60,1,76421.59,1,0,0,25.41,1
15000572,Cust00572,797,France,Female,31,9,0.0,1,1,1,97.88,0
15000573,Cust00573,692,France,Female,22,3,59467.56,2,1,1,20.45,0
15000574,Cust00574,694,France,Female,42,7,0.0,2,1,1,56.73,0
15000575,Cust00575,665,France,Male,60,4,0.0,2,0,0,24.81,1
15000576,Cust00576,651,Germany,Male,38,1,102405.01,2,0,1,46.93,0
15000577,Cust00577,557,France,Male,30,8,106248.08,1,1,0,101.13,0
15000578,Cust00578,695,France,Female,47,2,16700.94,2,0,1,132.08,0
15000579,Cust00579,709,France,Male,54,9,98048.03,2,0,1,105.29,1
15000580,Cust00580,708,Spain,Male,35,7,0.0,3,0,0,54.22,0
15000581,Cust00581,635,France,Female,47,5,47970.4,1,0,1,148.75,0
15000582,Cust00582,626,Germany,Male,28,0,206182.75,4,1,0,16.51,0
15000583,Cust00583,520,Spain,Female,34,4,35852.41,2,0,1,86.19,0
15000584,Cust00584,746,France,Male,20,8,0.0,1,0,1,153.56,0
15000585,Cust00585,782,Germany,Female,30,7,125018.79,2,0,0,117.61,0
15000586,Cust00586,558,France,Female,24,3,76884.93,1,0,1,56.44,0
15000587,Cust00587,502,Germany,Male,33,6,118551.74,2,0,1,190.64,0
15000588,Cust00588,660,France,Male,59,10,176267.18,2,0,0,120.64,1
15000589,Cust00589,785,Spain,Male,28,2,0.0,2,0,0,179.98,1
15000590,Cust00590,648,France,Male,33,8,0.0,3,0,1,101.03,0
15000591,Cust00591,614,France,Female,24,7,98545.18,1,1,0,73.67,0
15000592,Cust00592,669,Germany,Male,42,9,0.0,2,1,0,24.45,0
15000593,Cust00593,749,France,Female,42,9,101066.27,2,0,1,73.78,0
15000594,Cust00594,680,France,Male,46,8,0.0,2,1,0,134.73,0
15000595,Cust00595,716,France,Male,32,8,70945.59,2,0,0,35.17,0
15000596,Cust00596,545,France,Male,18,10,8590.75,2,1,1,21.33,0
15000597,Cust00597,625,Spain,Female,45,3,4774.77,3,1,1,151.22,0
15000598,Cust00598,555,Germany,Male,50,6,150034.78,1,1,0,68.25,0
15000599,Cust00599,790,France,Female,32,4,104647.78,1,0,0,81.11,0
15000600,Cust00600,572,France,Male,19,5,81289.72,1,0,0,135.93,0
15000601,Cust00601,704,Spain,Female,28,8,108395.87,1,1,1,158.54,0
15000602,Cust00602,505,France,Male,39,6,116327.91,2,1,0,19.02,0
15000603,Cust00603,653,Spain,Female,49,4,14120.24,2,1,0,154.45,0
15000604,Cust00604,632,Spain,Male,27,7,113616.83,2,0,0,107.18,1
15000605,Cust00605,728,France,Female,43,8,131034.64,2,0,0,146.01,0
15000606,Cust00606,690,Spain,Male,37,2,117287.3,2,1,0,142.28,1
15000607,Cust00607,525,France,Male,47,9,37730.3,1,1,1,47.9,0
15000608,Cust00608,724,Spain,Male,24,2,103249.08,2,1,0,195.94,1
15000609,Cust00609,420,Spain,Female,43,3,179818.53,1,0,0,190.0,0
15000610,Cust00610,731,France,Male,37,2,119123.34,1,1,1,41.81,0
15000611,Cust00611,644,France,Male,34,8,71560.85,1,0,0,169.57,0
15000612,Cust00612,705,Spain,Female,43,5,131203.76,3,1,0,55.41,0
15000613,Cust00613,824,France,Female,43,9,79085.97,1,0,1,20.77,0
15000614,Cust00614,599,Spain,Female,38,5,106505.17,3,1,1,174.04,0
15000615,Cust00615,542,Germany,Female,18,3,144023.47,2,1,1,35.89,0
15000616,Cust00616,709,Germany,Female,26,1,141716.06,1,1,0,175.7,0
15000617,Cust00617,656,France,Female,45,6,0.0,3,0,1,119.06,1
15000618,Cust00618,520,France,Female,30,1,12178.97,2,0,1,65.36,0
15000619,Cust00619,584,France,Female,21,2,144986.68,3,0,1,149.48,0
15000620,Cust00620,486,France,Male,36,4,42780.31,1,0,0,159.13,0
15000621,Cust00621,701,France,Male,25,1,152620.32,3,1,0,21.69,0
15000622,Cust00622,789,Spain,Male,36,7,145278.73,1,1,1,132.29,0
15000623,Cust00623,621,Germany,Female,34,7,0.0,1,1,1,152.93,1
15000624,Cust00624,645,Spain,Male,32,8,97314.85,2,1,0,63.22,0
15000625,Cust00625,795,France,Male,38,7,28973.29,4,1,1,44.9,0
15000626,Cust00626,560,France,Male,31,6,0.0,2,1,1,144.16,0
15000627,Cust00627,482,France,Female,21,3,35698.52,1,1,1,49.81,0
15000628,Cust00628,656,France,Female,36,5,88850.57,1,1,1,65.33,0
15000629,Cust00629,641,Spain,Male,30,1,86962.89,2,0,1,25.29,0
15000630,Cust00630,778,France,Male,40,7,179754.03,2,0,1,28.4,0
15000631,Cust00631,764,Germany,Female,23,7,127443.41,1,0,1,13.86,1
15000632,Cust00632,561,France,Male,49,4,6402.22,2,0,1,126.29,0
15000633,Cust00633,629,France,Female,49,8,92832.71,2,1,1,189.93,1
15000634,Cust00634,762,France,Male,41,9,140933.7,2,0,1,122.05,0
15000635,Cust00635,618,Spain,Female,35,7,73304.43,2,1,1,121.17,0
15000636,Cust00636,617,Germany,Male,20,10,145709.91,2,1,1,191.98,0
15000637,Cust00637,567,Spain,Male,44,1,12780.81,1,0,1,195.65,0
15000638,Cust00638,729,France,Female,36,9,67848.7,2,1,1,152.44,0
15000639,Cust00639,651,Germany,Female,33,6,0.0,1,0,0,147.73,0
15000640,Cust00640,716,Spain,Male,37,3,0.0,1,0,0,126.91,1
15000641,Cust00641,684,Germany,Male,32,0,92336.21,2,0,0,48.66,1
15000642,Cust00642,583,France,Female,44,4,27406.53,1,1,1,13.6,0
15000643,Cust00643,813,France,Male,27,0,24427.02,1,1,1,22.82,0
15000644,Cust00644,672,France,Female,34,8,40036.7,1,0,1,125.67,0
15000645,Cust00645,515,Spain,Female,43,8,105264.14,2,1,1,187.28,0
15000646,Cust00646,735,France,Male,40,7,129887.68,1,1,1,127.57,0
15000647,Cust00647,664,France,Male,29,5,78352.15,1,0,1,81.14,0
15000648,Cust00648,517,France,Male,46,6,27268.87,2,0,0,112.74,0
15000649,Cust00649,850,France,Female,41,6,120736.88,1,1,1,159.82,0
15000650,Cust00650,815,France,Male,29,8,38436.63,2,1,1,57.94,0
15000651,Cust00651,604,Spain,Female,59,6,28467.29,1,0,0,187.96,1
15000652,Cust00652,465,France,Female,18,9,77574.08,2,1,0,15.14,0
15000653,Cust00653,674,France,Male,37,2,33236.88,4,1,1,186.22,1
15000654,Cust00654,728,France,Male,33,3,0.0,1,0,1,88.43,0
15000655,Cust00655,702,France,Female,34,5,58654.87,2,0,1,24.32,1
15000656,Cust00656,742,Germany,Male,26,0,111378.01,1,1,0,177.64,0
15000657,Cust00657,659,France,Female,34,6,38041.32,2,0,0,69.55,0
15000658,Cust00658,523,Germany,Male,19,0,0.0,1,0,0,112.22,0
15000659,Cust00659,540,Spain,Female,43,5,109930.42,1,0,0,69.17,0
15000660,Cust00660,568,Spain,Male,23,5,61752.42,2,0,0,106.56,1
15000661,Cust00661,690,France,Male,39,2,261086.06,2,0,1,47.64,0
15000662,Cust00662,708,France,Male,47,9,102045.86,2,1,0,169.36,0
15000663,Cust00663,555,France,Male,60,7,5884.92,1,1,0,41.31,1
15000664,Cust00664,621,Spain,Male,43,2,50123.26,2,1,1,142.16,0
15000665,Cust00665,623,France,Male,48,0,132944.18,2,1,0,108.32,1
15000666,Cust00666,620,France,Female,42,8,62544.94,1,1,0,77.96,0
15000667,Cust00667,635,Spain,Female,64,7,102843.51,1,0,0,57.37,0
15000668,Cust00668,850,France,Female,31,8,139325.76,1,0,1,55.26,0
15000669,Cust00669,754,Germany,Female,20,9,0.0,1,0,1,113.23,1
15000670,Cust00670,650,Spain,Male,49,9,0.0,1,1,1,43.45,1
15000671,Cust00671,674,Spain,Male,41,0,133304.75,2,0,0,111.64,0
15000672,Cust00672,610,France,Female,27,3,20488.53,1,1,1,33.15,0
15000673,Cust00673,637,Spain,Female,27,0,116370.45,1,0,0,85.06,0
15000674,Cust00674,645,France,Female,39,1,57420.05,2,0,1,106.98,0
15000675,Cust00675,544,Germany,Female,66,5,7058.04,2,0,1,129.77,0
15000676,Cust00676,818,Spain,Female,47,1,93399.46,3,0,0,12.89,0
15000677,Cust00677,449,Spain,Male,42,3,100127.87,2,0,0,170.39,0
15000678,Cust00678,630,Spain,Male,35,10,0.0,2,1,1,160.6,0
15000679,Cust00679,623,France,Male,29,8,72061.48,1,1,0,84.3,0
15000680,Cust00680,670,Spain,Female,48,5,38384.58,2,1,1,113.39,0
15000681,Cust00681,546,Spain,Female,51,9,45502.05,1,0,1,92.93,0
15000682,Cust00682,632,Germany,Female,30,5,37290.59,3,1,1,77.25,1
15000683,Cust00683,773,France,Female,31,9,0.0,1,0,1,147.6,1
15000684,Cust00684,540,Germany,Male,48,5,116394.36,1,1,0,12.58,1
15000685,Cust00685,675,France,Male,35,2,75595.68,1,0,0,163.05,0
15000686,Cust00686,789,France,Female,54,9,104351.39,3,0,1,23.56,0
15000687,Cust00687,540,France,Male,45,9,124921.51,2,0,1,162.77,1
15000688,Cust00688,716,France,Female,38,5,163008.94,2,1,1,137.85,0
15000689,Cust00689,684,France,Male,33,10,46271.44,2,0,1,179.29,1
15000690,Cust00690,752,Spain,Female,40,8,181397.36,2,1,0,154.4,1
15000691,Cust00691,641,Spain,Female,40,7,134361.26,2,0,0,130.52,0
15000692,Cust00692,587,Germany,Male,24,2,23446.7,1,1,0,146.4,0
15000693,Cust00693,731,France,Female,26,8,27344.76,1,0,0,51.62,0
15000694,Cust00694,795,France,Female,36,10,19719.12,2,0,0,106.83,1
15000695,Cust00695,738,Germany,Female,43,10,139896.0,3,0,0,161.49,0
15000696,Cust00696,703,France,Female,25,3,86654.04,1,0,1,60.91,0
15000697,Cust00697,552,France,Female,25,9,20505.67,1,0,0,47.09,1
15000698,Cust00698,531,France,Male,45,1,128586.8,2,0,0,123.51,0
15000699,Cust00699,558,Germany,Male,44,5,114789.12,2,0,1,154.8,0
15000700,Cust00700,499,France,Male,53,8,97678.3,1,1,1,92.71,0
